date,property_id,property_type,submarket,building_sf,year_built,occupancy,noi,market_rent,in_place_rent,going_in_cap,opex_ratio,walt,tenant_concentration,capex_need,property_quality,units,primary_risk,employment_density,treasury_rate,market_vacancy,transaction_cap_rate,transaction_price,noi_growth_realized,next_year_noi,next_year_cap_rate,next_year_value
2019-06-30,OC-RETA-320,Retail,Newport Beach,107514,1957,0.968,2.2084,3.007,3.117,0.068,0.381,3.1,0.07,0.2684,0.161,,Market / Lease-up Risk,5400.0,0.042,0.04360159465370873,0.068,32.4765,0.04355,2.3046,0.06614,34.8432
2019-06-30,OC-RETA-324,Retail,Orange,85589,1955,0.9,2.1401,3.687,3.639,0.0635,0.339,6.0,0.094,0.1789,0.152,,Market / Lease-up Risk,1148.15,0.042,0.050708775051516546,0.0635,33.7024,0.03776,2.2209,0.06443,34.4714
2019-06-30,OC-RETA-328,Retail,Santa Ana,94964,1979,0.966,1.801,2.82,2.813,0.0675,0.408,3.3,0.04,0.867,0.582,,Market / Lease-up Risk,2296.3,0.042,0.06732910047936255,0.0675,26.6815,0.02665,1.849,0.06429,28.7596
2019-06-30,OC-RETA-332,Retail,Costa Mesa,73412,1968,0.956,1.4785,3.0,3.028,0.0674,0.384,3.8,0.423,0.2485,0.417,,Market / Lease-up Risk,3250.0,0.042,0.06489196782458122,0.0674,21.9362,0.03931,1.5366,0.06526,23.545
2019-06-30,OC-RETA-336,Retail,Fullerton,99859,1959,0.91,1.8119,2.595,2.552,0.065,0.326,3.9,0.303,0.2865,0.277,,Market / Lease-up Risk,1500.0,0.042,0.06955238525805148,0.065,27.8754,-0.00395,1.8047,0.0654,27.5973
2019-06-30,OC-RETA-340,Retail,Anaheim,43442,1969,0.95,0.7531,2.607,2.512,0.0617,0.386,3.5,0.394,0.1724,0.465,,Market / Lease-up Risk,950.98,0.042,0.08745080734996567,0.0617,12.2058,0.00014,0.7532,0.0648,11.6231
2019-06-30,OC-RETA-344,Retail,Irvine,42892,1966,0.955,0.7143,2.761,2.831,0.0666,0.446,4.2,0.47,0.1561,0.257,,Market / Lease-up Risk,1393.94,0.042,0.05492184313746512,0.0666,10.7252,0.02663,0.7333,0.06524,11.2405
2019-06-30,OC-RETA-348,Retail,Newport Beach,134557,1975,0.89,2.37,2.862,2.767,0.0623,0.412,5.2,0.196,1.2954,0.527,,Market / Lease-up Risk,5400.0,0.042,0.05902956982514389,0.0623,38.0417,0.04485,2.4763,0.06491,38.1472
2019-06-30,OC-RETA-352,Retail,Orange,142338,1974,0.959,2.9029,3.178,3.245,0.0659,0.413,4.1,0.21,0.7406,0.461,,Market / Lease-up Risk,1148.15,0.042,0.05381217721334669,0.0659,44.0501,0.06031,3.078,0.06603,46.6162
2019-06-30,OC-RETA-356,Retail,Santa Ana,145830,1956,0.936,3.4638,3.71,3.759,0.0599,0.4,2.4,0.232,1.6994,0.217,,Market / Lease-up Risk,2296.3,0.042,0.06144150966701021,0.0599,57.8264,0.02525,3.5513,0.06533,54.3626
2019-06-30,OC-RETA-36,Retail,Irvine,85329,1955,0.942,1.3549,2.669,2.727,0.0667,0.446,4.5,0.101,0.426,0.098,,Market / Lease-up Risk,1393.94,0.042,0.07498959501920124,0.0667,20.3133,0.03745,1.4056,0.06499,21.63
2019-06-30,OC-RETA-360,Retail,Costa Mesa,132389,1973,0.88,2.9813,3.292,3.361,0.0663,0.339,4.7,0.126,1.4968,0.617,,Market / Lease-up Risk,3250.0,0.042,0.07770822653236849,0.0663,44.9668,0.03525,3.0864,0.06496,47.5119
2019-06-30,OC-RETA-364,Retail,Fullerton,118585,1976,0.953,2.1909,2.907,2.878,0.0604,0.415,3.1,0.262,0.8202,0.474,,Market / Lease-up Risk,1500.0,0.042,0.08405375419853517,0.0604,36.2732,0.00979,2.2123,0.06522,33.9203
2019-06-30,OC-RETA-368,Retail,Anaheim,156524,1969,0.923,2.4747,2.385,2.299,0.061,0.37,5.9,0.111,0.4728,0.283,,Market / Lease-up Risk,950.98,0.042,0.06079157169450897,0.061,40.5689,0.0351,2.5616,0.06456,39.6774
2019-06-30,OC-RETA-372,Retail,Irvine,55159,1965,0.937,1.1755,3.303,3.424,0.0682,0.396,2.1,0.352,0.1781,0.251,,Market / Lease-up Risk,1393.94,0.042,0.05913504383149372,0.0682,17.2361,0.02528,1.2052,0.06483,18.5893
2019-06-30,OC-RETA-376,Retail,Newport Beach,73111,1966,0.924,1.2692,2.715,2.63,0.0666,0.393,5.4,0.256,0.624,0.472,,Market / Lease-up Risk,5400.0,0.042,0.06009671555813573,0.0666,19.0571,0.02144,1.2964,0.06528,19.8606
2019-06-30,OC-RETA-380,Retail,Orange,116713,1987,0.921,1.5306,1.972,1.915,0.0622,0.386,5.6,0.495,0.3314,0.737,,Market / Lease-up Risk,1148.15,0.042,0.06707273620845162,0.0622,24.6077,0.02082,1.5625,0.0651,24.0019
2019-06-30,OC-RETA-384,Retail,Santa Ana,112322,1960,0.916,2.5467,3.75,3.739,0.0668,0.421,4.5,0.001,1.162,0.322,,Market / Lease-up Risk,2296.3,0.042,0.07949569638924532,0.0668,38.1243,0.02536,2.6113,0.06508,40.1225
2019-06-30,OC-RETA-388,Retail,Costa Mesa,63396,1978,0.91,1.0131,2.656,2.58,0.064,0.42,2.9,0.284,0.3418,0.497,,Market / Lease-up Risk,3250.0,0.042,0.05910107144002077,0.064,15.8297,0.04336,1.057,0.0648,16.3133
2019-06-30,OC-RETA-392,Retail,Fullerton,44962,1967,0.89,0.8431,3.192,3.289,0.0636,0.421,5.4,0.075,0.3078,0.461,,Market / Lease-up Risk,1500.0,0.042,0.06946028219423513,0.0636,13.2563,0.00902,0.8507,0.06472,13.1444
2019-06-30,OC-RETA-396,Retail,Anaheim,42683,1961,0.885,0.7075,2.743,2.757,0.0629,0.401,5.6,0.154,0.2494,0.167,,Market / Lease-up Risk,950.98,0.042,0.06210226868538036,0.0629,11.248,0.01789,0.7202,0.06451,11.1631
2019-06-30,OC-RETA-40,Retail,Newport Beach,119742,1970,0.907,2.6552,3.459,3.324,0.0622,0.38,3.0,0.095,1.0048,0.396,,Market / Lease-up Risk,5400.0,0.042,0.05539254854089464,0.0622,42.6881,0.01158,2.686,0.06469,41.5209
2019-06-30,OC-RETA-400,Retail,Irvine,97321,1976,0.962,2.3388,3.144,3.058,0.0631,0.303,4.6,0.56,0.5514,0.424,,Market / Lease-up Risk,1393.94,0.042,0.06151229633102766,0.0631,37.065,0.0097,2.3615,0.06409,36.8485
2019-06-30,OC-RETA-44,Retail,Orange,129090,1968,0.917,2.4787,2.8,2.893,0.0647,0.344,2.7,0.431,1.3403,0.302,,Market / Lease-up Risk,1148.15,0.042,0.065935809934832,0.0647,38.3107,0.00924,2.5016,0.0658,38.0206
2019-06-30,OC-RETA-48,Retail,Santa Ana,73211,1960,0.953,1.1461,2.459,2.539,0.061,0.414,4.9,0.211,0.5918,0.348,,Market / Lease-up Risk,2296.3,0.042,0.07838170387531952,0.061,18.7885,0.02195,1.1713,0.06519,17.9657
2019-06-30,OC-RETA-52,Retail,Costa Mesa,36052,1977,0.905,0.5727,2.471,2.554,0.0663,0.396,2.3,0.378,0.2842,0.66,,Market / Lease-up Risk,3250.0,0.042,0.0922396639594299,0.0663,8.638,0.01534,0.5815,0.06419,9.0585
2019-06-30,OC-RETA-56,Retail,Fullerton,70003,1977,0.967,1.9107,4.117,4.117,0.065,0.417,3.7,0.003,0.4545,0.584,,Market / Lease-up Risk,1500.0,0.042,0.07570107134369966,0.065,29.3954,0.01293,1.9354,0.06515,29.7049
2019-06-30,OC-RETA-60,Retail,Anaheim,158624,1968,0.899,2.4363,2.71,2.795,0.0653,0.447,4.9,0.047,0.8372,0.396,,Market / Lease-up Risk,950.98,0.042,0.07192673501136357,0.0653,37.3093,0.05254,2.5643,0.06333,40.4934
2019-06-30,OC-RETA-64,Retail,Irvine,111879,1974,0.901,2.1286,2.672,2.597,0.06,0.328,2.1,0.225,0.3709,0.592,,Market / Lease-up Risk,1393.94,0.042,0.06321422537950822,0.06,35.4767,0.00921,2.1482,0.06548,32.806
2019-06-30,OC-RETA-68,Retail,Newport Beach,40942,1981,0.895,0.9746,3.432,3.302,0.0661,0.341,3.6,0.006,0.3018,0.568,,Market / Lease-up Risk,5400.0,0.042,0.07168363757660057,0.0661,14.7443,0.03113,1.0049,0.06473,15.5248
2019-06-30,OC-RETA-72,Retail,Orange,131128,1979,0.919,1.893,2.409,2.335,0.0603,0.428,2.4,0.102,0.7332,0.478,,Market / Lease-up Risk,1148.15,0.042,0.06777555802556712,0.0603,31.393,0.04884,1.9854,0.065,30.5469
2019-06-30,OC-RETA-76,Retail,Santa Ana,90839,1980,0.935,2.4788,3.704,3.846,0.0602,0.33,2.2,0.189,0.6352,0.685,,Market / Lease-up Risk,2296.3,0.042,0.06440445947960186,0.0602,41.1761,0.02571,2.5425,0.06445,39.4488
2019-06-30,OC-RETA-80,Retail,Costa Mesa,159848,1981,0.945,3.2134,2.599,2.507,0.0632,0.304,3.2,0.223,0.8557,0.649,,Market / Lease-up Risk,3250.0,0.042,0.0638219393655169,0.0632,50.8449,0.03361,3.3214,0.06531,50.8559
2019-06-30,OC-RETA-84,Retail,Fullerton,43694,2000,0.965,0.6827,2.382,2.44,0.0641,0.422,2.9,0.65,0.0977,0.9,,Market / Lease-up Risk,1500.0,0.042,0.04487616525505257,0.0641,10.6505,0.04499,0.7134,0.06507,10.9641
2019-06-30,OC-RETA-88,Retail,Anaheim,135792,1988,0.885,2.1643,2.474,2.408,0.0653,0.381,4.4,0.491,0.7613,0.666,,Market / Lease-up Risk,950.98,0.042,0.04813755869860363,0.0653,33.144,0.04542,2.2626,0.06488,34.8725
2019-06-30,OC-RETA-92,Retail,Irvine,48571,1974,0.941,0.8575,2.862,2.892,0.0636,0.425,5.4,0.269,0.4487,0.454,,Market / Lease-up Risk,1393.94,0.042,0.07736382984450144,0.0636,13.4827,0.00161,0.8589,0.06455,13.3058
2019-06-30,OC-RETA-96,Retail,Newport Beach,68378,1974,0.893,1.0221,2.415,2.456,0.0657,0.392,5.6,0.178,0.0975,0.407,,Market / Lease-up Risk,5400.0,0.042,0.06043176849190402,0.0657,15.5571,0.0234,1.046,0.06391,16.3672
2020-06-30,OC-INDU-01,Industrial,Anaheim,101627,1988,0.973,1.2473,1.613,1.645,0.058,0.335,3.7,0.001,0.6619,0.711,,Market / Lease-up Risk,950.98,0.043,0.055376106399424856,0.058,21.5052,0.00666,1.2556,0.05504,22.8133
2020-06-30,OC-INDU-05,Industrial,Irvine,112413,1980,0.951,1.1278,1.327,1.325,0.0571,0.324,2.3,0.155,0.6831,0.72,,Market / Lease-up Risk,1393.94,0.043,0.07398269634685503,0.0571,19.7513,0.01615,1.146,0.05548,20.6549
2020-06-30,OC-INDU-09,Industrial,Newport Beach,142280,1955,0.987,1.3966,1.569,1.575,0.0557,0.444,4.1,0.19,0.7451,0.064,,Market / Lease-up Risk,5400.0,0.043,0.05899920172311438,0.0557,25.0736,0.02727,1.4347,0.05561,25.8012
2020-06-30,OC-INDU-101,Industrial,Santa Ana,149450,1970,0.943,1.7242,1.745,1.746,0.0577,0.385,7.2,0.742,0.3214,0.343,,Market / Lease-up Risk,2296.3,0.043,0.05926459493520986,0.0577,29.8821,0.01779,1.7549,0.05444,32.2343
2020-06-30,OC-INDU-105,Industrial,Costa Mesa,138335,1964,0.969,1.8802,1.89,1.956,0.051,0.349,4.1,0.099,0.7574,0.295,,Market / Lease-up Risk,3250.0,0.043,0.06893133604748547,0.051,36.8667,0.03301,1.9423,0.0552,35.1838
2020-06-30,OC-INDU-109,Industrial,Fullerton,151860,1970,0.949,1.8785,1.781,1.717,0.0551,0.358,3.5,0.103,0.6602,0.307,,Market / Lease-up Risk,1500.0,0.043,0.0529350950454133,0.0551,34.0926,0.03282,1.9402,0.05517,35.1654
2020-06-30,OC-INDU-113,Industrial,Anaheim,187790,1981,0.986,1.7142,1.191,1.182,0.0547,0.339,4.9,0.035,0.5365,0.772,,Market / Lease-up Risk,950.98,0.043,0.057958818562546234,0.0547,31.3382,0.03895,1.781,0.0548,32.4982
2020-06-30,OC-INDU-117,Industrial,Irvine,161763,1965,0.934,1.7342,1.549,1.511,0.0513,0.35,2.9,0.335,0.9436,0.34,,Market / Lease-up Risk,1393.94,0.043,0.0454252933641484,0.0513,33.8051,0.06564,1.848,0.05489,33.6691
2020-06-30,OC-INDU-121,Industrial,Newport Beach,190965,1977,0.935,1.6519,1.42,1.381,0.0566,0.446,5.6,0.041,0.2248,0.552,,Market / Lease-up Risk,5400.0,0.043,0.06071940579462349,0.0566,29.1855,0.04094,1.7195,0.05495,31.2911
2020-06-30,OC-INDU-125,Industrial,Orange,150970,1998,0.977,1.653,1.669,1.721,0.0563,0.429,3.9,0.506,0.6698,0.887,,Market / Lease-up Risk,1148.15,0.043,0.06473636784902442,0.0563,29.3606,0.05147,1.7381,0.05541,31.3662
2020-06-30,OC-INDU-129,Industrial,Santa Ana,88144,1975,0.988,1.2002,1.757,1.758,0.0583,0.333,4.6,0.151,0.3771,0.528,,Market / Lease-up Risk,2296.3,0.043,0.042952293556845184,0.0583,20.5866,0.02484,1.23,0.0553,22.2429
2020-06-30,OC-INDU-13,Industrial,Orange,74826,1962,0.983,0.7819,1.594,1.639,0.0533,0.415,3.5,0.042,0.3818,0.29,,Market / Lease-up Risk,1148.15,0.043,0.06822394793876652,0.0533,14.6698,0.02553,0.8019,0.05507,14.5601
2020-06-30,OC-INDU-133,Industrial,Costa Mesa,139600,1970,0.96,1.6235,1.586,1.562,0.0574,0.33,7.7,0.472,0.7244,0.345,,Market / Lease-up Risk,3250.0,0.043,0.03891260427631319,0.0574,28.284,0.06821,1.7342,0.05484,31.6263
2020-06-30,OC-INDU-137,Industrial,Fullerton,140303,1977,0.95,1.8018,1.857,1.825,0.0553,0.381,5.3,0.613,0.184,0.555,,Market / Lease-up Risk,1500.0,0.043,0.040310215672048656,0.0553,32.5823,0.01273,1.8247,0.05544,32.9164
2020-06-30,OC-INDU-141,Industrial,Anaheim,163970,1986,0.994,1.7257,1.634,1.609,0.0556,0.449,2.7,0.125,0.8463,0.735,,Market / Lease-up Risk,950.98,0.043,0.05422258526654251,0.0556,31.0378,0.03942,1.7937,0.05512,32.5433
2020-06-30,OC-INDU-145,Industrial,Irvine,147661,1955,0.987,1.4994,1.54,1.542,0.0579,0.414,7.8,0.182,0.619,0.143,,Market / Lease-up Risk,1393.94,0.043,0.044833563190366216,0.0579,25.8964,0.03069,1.5454,0.05493,28.1328
2020-06-30,OC-INDU-149,Industrial,Newport Beach,73003,1966,0.931,0.4425,0.876,0.892,0.0547,0.348,3.5,0.333,0.1623,0.462,,Market / Lease-up Risk,5400.0,0.043,0.04658972260106553,0.0547,8.0896,0.01335,0.4484,0.05537,8.098
2020-06-30,OC-INDU-153,Industrial,Orange,201915,1981,0.939,2.0776,1.582,1.615,0.05,0.411,6.6,0.048,1.0284,0.514,,Market / Lease-up Risk,1148.15,0.043,0.058868861451422956,0.05,41.552,0.02357,2.1266,0.05491,38.7307
2020-06-30,OC-INDU-157,Industrial,Santa Ana,85937,1955,0.992,1.0831,1.627,1.594,0.0512,0.315,2.7,0.386,0.1065,0.103,,Market / Lease-up Risk,2296.3,0.043,0.06783674920780128,0.0512,21.1543,0.00542,1.089,0.05552,19.6141
2020-06-30,OC-INDU-161,Industrial,Costa Mesa,70670,1955,0.999,0.6349,1.429,1.435,0.0566,0.448,4.1,0.062,0.1291,0.127,,Market / Lease-up Risk,3250.0,0.043,0.05226577579244134,0.0566,11.2173,0.03511,0.6572,0.05513,11.9218
2020-06-30,OC-INDU-165,Industrial,Fullerton,174830,1991,0.935,1.4713,1.357,1.403,0.0535,0.436,3.9,0.034,0.9075,0.707,,Market / Lease-up Risk,1500.0,0.043,0.04747827131631578,0.0535,27.5009,0.03355,1.5207,0.0557,27.3015
2020-06-30,OC-INDU-169,Industrial,Anaheim,144531,1983,0.998,1.7556,1.547,1.539,0.0538,0.331,5.9,0.112,0.9435,0.651,,Market / Lease-up Risk,950.98,0.043,0.039444758237571646,0.0538,32.632,0.0308,1.8097,0.05484,32.997
2020-06-30,OC-INDU-17,Industrial,Santa Ana,61664,1967,0.999,0.7607,1.897,1.955,0.0579,0.429,3.5,0.051,0.4106,0.244,,Market / Lease-up Risk,2296.3,0.043,0.051829926990710026,0.0579,13.1382,0.02309,0.7783,0.05488,14.1818
2020-06-30,OC-INDU-173,Industrial,Irvine,171238,1995,0.994,1.4394,1.255,1.289,0.0555,0.427,5.2,0.064,0.7498,0.877,,Market / Lease-up Risk,1393.94,0.043,0.0595360053077639,0.0555,25.9351,0.0419,1.4997,0.05448,27.5289
2020-06-30,OC-INDU-177,Industrial,Newport Beach,113563,1961,0.952,1.5072,1.982,1.984,0.0528,0.383,5.1,0.088,0.3252,0.173,,Market / Lease-up Risk,5400.0,0.043,0.05157516815883123,0.0528,28.5455,0.03225,1.5558,0.05483,28.3776
2020-06-30,OC-INDU-181,Industrial,Orange,186046,1955,0.994,2.3502,1.618,1.634,0.0557,0.311,4.0,0.084,0.7075,0.158,,Market / Lease-up Risk,1148.15,0.043,0.07897683686821454,0.0557,42.1939,0.02461,2.408,0.05563,43.2834
2020-06-30,OC-INDU-185,Industrial,Santa Ana,76025,1963,0.956,1.0188,1.863,1.934,0.0593,0.34,7.0,0.291,0.2735,0.275,,Market / Lease-up Risk,2296.3,0.043,0.04393950947657139,0.0593,17.1804,0.04867,1.0684,0.05494,19.4451
2020-06-30,OC-INDU-189,Industrial,Costa Mesa,150166,1977,0.933,1.1966,1.133,1.154,0.0569,0.359,4.6,0.12,0.2392,0.69,,Market / Lease-up Risk,3250.0,0.043,0.049391014166018224,0.0569,21.0299,0.01497,1.2145,0.05554,21.8678
2020-06-30,OC-INDU-193,Industrial,Fullerton,130290,1955,0.945,1.3973,1.488,1.469,0.0579,0.331,5.4,0.274,0.5684,0.05,,Market / Lease-up Risk,1500.0,0.043,0.06325139939865036,0.0579,24.133,0.01985,1.425,0.05467,26.0672
2020-06-30,OC-INDU-197,Industrial,Anaheim,80661,1992,0.995,1.0342,1.899,1.862,0.0558,0.423,6.0,0.0,0.0936,0.796,,Market / Lease-up Risk,950.98,0.043,0.06917144482983767,0.0558,18.5341,0.03756,1.073,0.05509,19.479
2020-06-30,OC-INDU-201,Industrial,Irvine,95338,1955,0.937,1.1678,1.803,1.753,0.057,0.364,3.6,0.043,0.2693,0.251,,Market / Lease-up Risk,1393.94,0.043,0.03804182156875675,0.057,20.4877,0.00565,1.1744,0.05617,20.9084
2020-06-30,OC-INDU-205,Industrial,Newport Beach,138229,1987,0.949,0.9714,1.097,1.056,0.0572,0.426,4.8,0.2,0.4473,0.791,,Market / Lease-up Risk,5400.0,0.043,0.050581725288975636,0.0572,16.9825,0.0351,1.0055,0.05458,18.4209
2020-06-30,OC-INDU-209,Industrial,Orange,148647,1956,0.972,1.6004,1.431,1.472,0.0499,0.321,4.3,0.539,0.7602,0.171,,Market / Lease-up Risk,1148.15,0.043,0.06575949776213331,0.0499,32.0721,0.0174,1.6282,0.05575,29.2083
2020-06-30,OC-INDU-21,Industrial,Costa Mesa,147907,1979,0.941,1.7979,1.637,1.589,0.049,0.329,4.0,0.228,0.807,0.673,,Market / Lease-up Risk,3250.0,0.043,0.03616418662079154,0.049,36.6918,0.03217,1.8557,0.05477,33.8837
2020-06-30,OC-INDU-213,Industrial,Santa Ana,69685,1970,0.955,0.5634,1.146,1.132,0.0552,0.352,4.9,0.049,0.2453,0.365,,Market / Lease-up Risk,2296.3,0.043,0.05702283550582898,0.0552,10.2065,0.03076,0.5807,0.05542,10.4787
2020-06-30,OC-INDU-217,Industrial,Costa Mesa,179727,1977,0.94,1.5016,1.17,1.157,0.0527,0.354,4.7,0.113,0.8347,0.578,,Market / Lease-up Risk,3250.0,0.043,0.05251940069504458,0.0527,28.4934,0.0221,1.5348,0.05493,27.9386
2020-06-30,OC-INDU-221,Industrial,Fullerton,84916,1987,0.937,1.0208,1.98,2.059,0.056,0.449,2.6,0.167,0.2964,0.84,,Market / Lease-up Risk,1500.0,0.043,0.03395586839757865,0.056,18.2286,0.0302,1.0516,0.05418,19.4096
2020-06-30,OC-INDU-225,Industrial,Anaheim,135359,1955,0.976,1.1582,1.213,1.18,0.0538,0.366,2.0,0.244,0.1681,0.114,,Market / Lease-up Risk,950.98,0.043,0.04181345198181914,0.0538,21.5279,0.02438,1.1864,0.05591,21.2206
2020-06-30,OC-INDU-229,Industrial,Irvine,175605,1955,0.975,1.8693,1.376,1.377,0.0571,0.304,7.9,0.082,0.7634,0.163,,Market / Lease-up Risk,1393.94,0.043,0.04737427296895895,0.0571,32.7373,0.0428,1.9493,0.05551,35.1167
2020-06-30,OC-INDU-233,Industrial,Newport Beach,184565,1979,0.955,2.4182,1.681,1.649,0.0508,0.306,4.0,0.104,0.5524,0.522,,Market / Lease-up Risk,5400.0,0.043,0.025725925696176183,0.0508,47.6024,0.01488,2.4542,0.05532,44.3614
2020-06-30,OC-INDU-237,Industrial,Orange,172340,1955,0.957,1.6831,1.39,1.371,0.0519,0.356,4.4,0.281,0.4638,0.08,,Market / Lease-up Risk,1148.15,0.043,0.06368283442203043,0.0519,32.4297,0.04195,1.7537,0.05573,31.4665
2020-06-30,OC-INDU-241,Industrial,Santa Ana,192446,1957,0.946,1.5232,1.332,1.382,0.0571,0.449,6.3,0.052,0.7671,0.163,,Market / Lease-up Risk,2296.3,0.043,0.0659035719972818,0.0571,26.676,0.02709,1.5645,0.0541,28.9195
2020-06-30,OC-INDU-245,Industrial,Costa Mesa,94367,1972,0.995,1.0799,1.46,1.446,0.056,0.309,5.1,0.244,0.5742,0.377,,Market / Lease-up Risk,3250.0,0.043,0.06901520865021822,0.056,19.2839,0.02484,1.1067,0.05468,20.2406
2020-06-30,OC-INDU-249,Industrial,Fullerton,201622,1960,0.943,2.0656,1.669,1.72,0.0564,0.429,6.3,0.245,1.242,0.338,,Market / Lease-up Risk,1500.0,0.043,0.04033020031645682,0.0564,36.6241,0.03828,2.1447,0.05508,38.9357
2020-06-30,OC-INDU-25,Industrial,Fullerton,68393,1955,0.993,0.71,1.606,1.651,0.0511,0.429,5.8,0.369,0.111,0.202,,Market / Lease-up Risk,1500.0,0.043,0.04245791433374512,0.0511,13.8943,0.01149,0.7182,0.05499,13.0596
2020-06-30,OC-INDU-253,Industrial,Anaheim,180965,1986,0.957,2.5398,1.842,1.779,0.0519,0.323,7.5,0.757,1.1861,0.68,,Market / Lease-up Risk,950.98,0.043,0.038152751088964515,0.0519,48.9364,0.02733,2.6092,0.05486,47.558
2020-06-30,OC-INDU-257,Industrial,Irvine,115360,1959,0.977,1.5412,1.823,1.849,0.0527,0.342,2.7,0.055,0.2789,0.365,,Market / Lease-up Risk,1393.94,0.043,0.056367763542581294,0.0527,29.2448,0.01419,1.5631,0.05456,28.6463
2020-06-30,OC-INDU-261,Industrial,Newport Beach,64096,1982,0.989,0.4598,0.907,0.878,0.0537,0.32,3.0,0.105,0.2511,0.73,,Market / Lease-up Risk,5400.0,0.043,0.039705253290107156,0.0537,8.5624,0.02859,0.4729,0.05462,8.6584
2020-06-30,OC-INDU-265,Industrial,Orange,76408,1955,0.968,0.6955,1.489,1.455,0.0516,0.446,2.5,0.55,0.2813,0.225,,Market / Lease-up Risk,1148.15,0.043,0.032988611679934256,0.0516,13.4787,0.0297,0.7162,0.05518,12.9794
2020-06-30,OC-INDU-269,Industrial,Santa Ana,191034,1978,0.994,2.0818,1.357,1.357,0.053,0.313,6.9,0.498,0.6688,0.677,,Market / Lease-up Risk,2296.3,0.043,0.04909893608248011,0.053,39.2792,0.0246,2.133,0.05495,38.8174
2020-06-30,OC-INDU-273,Industrial,Costa Mesa,133800,1985,0.951,1.3887,1.614,1.587,0.0563,0.425,4.7,0.021,0.5028,0.642,,Market / Lease-up Risk,3250.0,0.043,0.05504763546341732,0.0563,24.6661,0.03124,1.4321,0.05438,26.3338
2020-06-30,OC-INDU-277,Industrial,Fullerton,184218,1975,0.985,1.8267,1.346,1.315,0.0567,0.364,7.7,0.081,1.1004,0.531,,Market / Lease-up Risk,1500.0,0.043,0.04137126158692773,0.0567,32.2169,0.02367,1.8699,0.05475,34.1565
2020-06-30,OC-INDU-281,Industrial,Anaheim,88165,1966,0.97,0.8403,1.553,1.565,0.0539,0.445,3.7,0.041,0.09,0.292,,Market / Lease-up Risk,950.98,0.043,0.040405829242471734,0.0539,15.59,0.03215,0.8673,0.05516,15.724
2020-06-30,OC-INDU-285,Industrial,Irvine,90852,1984,0.996,0.9836,1.486,1.475,0.0559,0.378,3.0,0.618,0.4587,0.594,,Market / Lease-up Risk,1393.94,0.043,0.04261125549172826,0.0559,17.5957,0.02006,1.0033,0.05546,18.091
2020-06-30,OC-INDU-289,Industrial,Newport Beach,90817,1960,0.933,0.7315,1.308,1.325,0.0499,0.421,5.0,0.232,0.3354,0.238,,Market / Lease-up Risk,5400.0,0.043,0.0826140380342226,0.0499,14.6593,0.01538,0.7428,0.05498,13.5105
2020-06-30,OC-INDU-29,Industrial,Anaheim,219646,1988,0.948,2.9054,1.923,1.937,0.0539,0.383,6.6,0.001,0.5809,0.805,,Market / Lease-up Risk,950.98,0.043,0.04905524553980153,0.0539,53.9035,0.03486,3.0067,0.05444,55.2322
2020-06-30,OC-INDU-293,Industrial,Orange,133739,1961,0.953,1.6664,1.902,1.963,0.0557,0.397,3.8,0.272,0.2157,0.371,,Market / Lease-up Risk,1148.15,0.043,0.06255472084097581,0.0557,29.9174,0.03526,1.7252,0.05555,31.0581
2020-06-30,OC-INDU-297,Industrial,Santa Ana,174735,1992,0.975,1.6419,1.307,1.312,0.0546,0.373,6.9,0.002,0.5264,0.726,,Market / Lease-up Risk,2296.3,0.043,0.06047586917919516,0.0546,30.0714,0.0294,1.6902,0.055,30.7329
2020-06-30,OC-INDU-301,Industrial,Costa Mesa,115025,1981,0.946,1.18,1.395,1.375,0.056,0.339,6.5,0.224,0.5862,0.561,,Market / Lease-up Risk,3250.0,0.043,0.05281259691844688,0.056,21.0714,-0.00133,1.1784,0.05477,21.5158
2020-06-30,OC-INDU-305,Industrial,Fullerton,173437,1966,0.962,1.684,1.516,1.46,0.0523,0.416,3.0,0.507,0.7359,0.472,,Market / Lease-up Risk,1500.0,0.043,0.08213975280616376,0.0523,32.1989,0.0324,1.7386,0.05538,31.3918
2020-06-30,OC-INDU-309,Industrial,Anaheim,70480,1957,0.982,0.5275,1.173,1.135,0.0553,0.43,5.1,0.275,0.3337,0.176,,Market / Lease-up Risk,950.98,0.043,0.07164866098057907,0.0553,9.5389,0.03756,0.5473,0.05567,9.8305
2020-06-30,OC-INDU-313,Industrial,Irvine,185019,1982,0.947,1.946,1.453,1.417,0.0524,0.35,4.3,0.669,0.4648,0.543,,Market / Lease-up Risk,1393.94,0.043,0.05212530593937394,0.0524,37.1374,0.03685,2.0177,0.05451,37.0132
2020-06-30,OC-INDU-317,Industrial,Newport Beach,182473,1969,0.981,1.1042,0.956,0.936,0.0515,0.434,4.0,0.193,0.4472,0.348,,Market / Lease-up Risk,5400.0,0.043,0.04995369251766908,0.0515,21.4408,0.03574,1.1437,0.05485,20.8524
2020-06-30,OC-INDU-321,Industrial,Orange,89069,1983,0.949,0.6595,1.142,1.127,0.0532,0.419,4.1,0.212,0.0852,0.72,,Market / Lease-up Risk,1148.15,0.043,0.06050138284407121,0.0532,12.3966,0.02788,0.6779,0.05509,12.3055
